simuID,ndrf_last,ndhf_last,ajo,bjo,njo,beta,Image1,Image2,Image3,Image4,Image5,Image6,Image7,Image8
11,0.007652,0.124668,926900000,3015990000,0.3069,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.11/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.11/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.11/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.11/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.11/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.11/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.11/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.11/NDH_000001.png
12,0.002721,0.13184,986700000,3015990000,0.3069,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.12/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.12/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.12/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.12/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.12/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.12/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.12/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.12/NDH_000001.png
13,0.018044,0.109896,807300000,3210570000,0.3069,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.13/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.13/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.13/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.13/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.13/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.13/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.13/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.13/NDH_000001.png
14,0.012785,0.117359,867100000,3210570000,0.3069,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.14/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.14/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.14/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.14/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.14/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.14/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.14/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.14/NDH_000001.png
15,0.007652,0.124668,926900000,3210570000,0.3069,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.15/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.15/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.15/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.15/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.15/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.15/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.15/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.15/NDH_000001.png
16,0.002721,0.13184,986700000,3210570000,0.3069,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.16/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.16/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.16/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.16/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.16/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.16/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.16/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.16/NDH_000001.png
17,0.017936,0.109162,807300000,2626830000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.17/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.17/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.17/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.17/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.17/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.17/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.17/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.17/NDH_000001.png
18,0.012684,0.116639,867100000,2626830000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.18/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.18/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.18/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.18/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.18/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.18/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.18/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.18/NDH_000001.png
19,0.007555,0.123959,926900000,2626830000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.19/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.19/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.19/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.19/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.19/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.19/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.19/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.19/NDH_000001.png
20,0.002618,0.131147,986700000,2626830000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.20/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.20/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.20/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.20/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.20/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.20/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.20/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.20/NDH_000001.png
21,0.017936,0.109162,807300000,2821410000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.21/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.21/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.21/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.21/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.21/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.21/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.21/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.21/NDH_000001.png
22,0.012684,0.116639,867100000,2821410000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.22/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.22/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.22/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.22/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.22/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.22/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.22/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.22/NDH_000001.png
23,0.007555,0.123959,926900000,2821410000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.23/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.23/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.23/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.23/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.23/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.23/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.23/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.23/NDH_000001.png
24,0.002618,0.131147,986700000,2821410000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.24/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.24/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.24/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.24/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.24/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.24/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.24/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.24/NDH_000001.png
25,0.017936,0.109162,807300000,3015990000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.25/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.25/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.25/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.25/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.25/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.25/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.25/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.25/NDH_000001.png
26,0.012684,0.116639,867100000,3015990000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.26/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.26/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.26/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.26/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.26/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.26/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.26/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.26/NDH_000001.png
27,0.007555,0.123959,926900000,3015990000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.27/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.27/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.27/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.27/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.27/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.27/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.27/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.27/NDH_000001.png
28,0.002618,0.131147,986700000,3015990000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.28/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.28/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.28/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.28/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.28/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.28/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.28/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.28/NDH_000001.png
29,0.017936,0.109162,807300000,3210570000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.29/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.29/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.29/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.29/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.29/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.29/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.29/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.29/NDH_000001.png
30,0.012684,0.116639,867100000,3210570000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.30/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.30/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.30/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.30/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.30/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.30/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.30/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.30/NDH_000001.png
31,0.007555,0.123959,926900000,3210570000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.31/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.31/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.31/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.31/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.31/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.31/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.31/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.31/NDH_000001.png
32,0.002618,0.131147,986700000,3210570000,0.3089667,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.32/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.32/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.32/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.32/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.32/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.32/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.32/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.32/NDH_000001.png
33,0.017834,0.108428,807300000,2626830000,0.3110333,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.33/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.33/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.33/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.33/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.33/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.33/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.33/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.33/NDH_000001.png
34,0.012588,0.115918,867100000,2626830000,0.3110333,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.34/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.34/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.34/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.34/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.34/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.34/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.34/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.34/NDH_000001.png
35,0.007458,0.123252,926900000,2626830000,0.3110333,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.35/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.35/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.35/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.35/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.35/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.35/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.35/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.35/NDH_000001.png
36,0.002516,0.13045,986700000,2626830000,0.3110333,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.36/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.36/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.36/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.36/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.36/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.36/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.36/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.36/NDH_000001.png
37,0.017834,0.108428,807300000,2821410000,0.3110333,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.37/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.37/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.37/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.37/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.37/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.37/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.37/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.37/NDH_000001.png
38,0.012588,0.115918,867100000,2821410000,0.3110333,0.9215,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.38/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.38/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.38/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.38/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.38/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.38/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.38/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.38/NDH_000001.png
